0	-5.85544847938024	1.70236419208982	0.0107531013294694	-0.964401986121055	0.440882298008917	0.0225529577879847
0.0001	-3.31681830549039	0.211260707105881	0.0446159641730255	-4.48607503323586	2.09118775377127	-0.0275050949552024
0.0002	1.32048076723817	-2.51557973597006	0.11332053731975	-8.11878500930603	3.75735188132137	-0.0797405792224769
0.0003	5.74323440190265	-5.12225693501133	0.179146157196675	-11.6177258182068	5.36250431820955	-0.12992100167715
0.0004	8.90435186449187	-6.99481157879461	0.22500072788782	-14.8740589391279	6.87281566578226	-0.176162001560194
0.0005	10.0248159491315	-7.67640277103886	0.238162236202563	-17.8074755168046	8.26344335032737	-0.217072143548967
0.0006	8.56697199294472	-6.85165102386	0.209843176280184	-20.3633666736054	9.51764268040748	-0.251703985970813
0.0007	7.54805175947092	-6.28841642006789	0.189186779575123	-22.8664269984363	10.7383258273876	-0.285666925435936
0.0008	7.93622059665073	-6.55378877252575	0.191946417400836	-25.4226256812211	11.95938764502	-0.32078918718019
0.0009	8.4232913440464	-6.88089397138698	0.196781780955491	-27.8949495956178	13.1380530853777	-0.354698358434306
0.001	8.90245763902143	-7.20690058324558	0.201930949326398	-30.2745353471625	14.2719672234328	-0.387237248410183
0.0011	9.37333252119871	-7.53135318436515	0.207367106379343	-32.5638211869398	15.362330795834	-0.418443958462099
0.0012	9.8358740383913	-7.8540105421938	0.213069957454178	-34.765224485115	16.4103275821959	-0.448356167890119
0.0013	10.2900519273637	-8.1746486202698	0.219020184573965	-36.8811096071474	17.4171149338645	-0.477010603413458
0.0014	10.7358462805956	-8.49305925958677	0.225199395933099	-38.9137858558163	18.3838228176416	-0.504443022826035
0.0015	11.1732451272544	-8.80904721787499	0.231589980113309	-40.8655109862037	19.311555639508	-0.530688296813862
0.0016	11.6022435690444	-9.12242945701718	0.23817508681806	-42.7384880496168	20.2013907323752	-0.555780370145183
0.0017	12.0228417622	-9.43303267059156	0.244938504940656	-44.534868369156	21.0543798994187	-0.579752330580189
0.0018	12.4350433979488	-9.74069146691798	0.251864575063237	-46.2567531908443	21.8715502862139	-0.602636451943361
0.0019	12.8388553593145	-10.0452482980716	0.258938201834149	-47.9061897423221	22.6539024633317	-0.624464136880801
0.002	13.2342858851072	-10.3465510631263	0.266144729091533	-49.4851757976388	23.4024127403234	-0.645266008620259
0.0021	13.6213437406325	-10.6444521745194	0.273469897587767	-50.9956598347889	24.1180332769851	-0.665071923034632
0.0022	14.0000376987607	-10.9388080343121	0.280899824302511	-52.4395403481802	24.8016917671379	-0.683910964001717
0.0023	14.3703757304315	-11.2294780174233	0.288420951221551	-53.8186673281886	25.4542921963608	-0.701811475806225
0.0024	14.7323643301535	-11.5163236097001	0.296020001293203	-55.1348436678587	26.0767155580238	-0.71880109297844
0.0025	15.0860078564489	-11.7992075139004	0.303683930554295	-56.3898271755046	26.6698208649709	-0.734906779577774
0.0026	15.4313091653749	-12.0779946315288	0.311399986086804	-57.5853269565191	27.2344433462875	-0.750154765828953
0.0027	15.7682684071179	-12.3525502794797	0.319155604156719	-58.7230090574721	27.7713972613379	-0.764570650306804
0.0028	16.0968835362699	-12.6227408878256	0.32693844820537	-59.8044946957389	28.2814750060097	-0.778179366990455
0.0029	16.4171500134692	-12.8884334822953	0.334736376640253	-60.8313625492989	28.7654482434627	-0.791005224927473
0.003	16.7290607556632	-13.1494954983704	0.342537428254707	-61.8051503240596	29.2240686696768	-0.803071933910062
0.0031	17.0326068380936	-13.405795634125	0.350329864373069	-62.7273536802185	29.6580674512027	-0.814402580327555
0.0032	17.3277774171046	-13.6572035655272	0.358102146475786	-63.5994286579182	30.0681564119305	-0.825019666625964
0.0033	17.6145599304617	-13.9035900450513	0.36584293473534	-64.4227931335226	30.4550287325769	-0.83494513250979
0.0034	17.8929406410861	-14.1448274544505	0.373541110570685	-65.1988273203022	30.8193591661073	-0.844200357355673
0.0035	18.1629052393291	-14.3807904189066	0.38118580178685	-65.9288743080609	31.1618042694197	-0.85280616255476
0.0036	18.4244388025332	-14.6113555338616	0.388766359228989	-66.614242864974	31.4830037730322	-0.860782856590465
0.0037	18.6775269502965	-14.8364027087821	0.396272420445476	-67.2562064595088	31.7835800435809	-0.868150207403278
0.0038	18.9221560207991	-15.0558151725608	0.403693900733775	-67.8560055644969	32.0641391996975	-0.874927477231631
0.0039	19.1583134064684	-15.2694797037794	0.411020996639727	-68.4148493464397	32.3252719197153	-0.881133446025583
0.004	19.3859887127502	-15.477287951345	0.418244247250789	-68.9339150312601	32.5675530724481	-0.886786389123853
0.0041	19.605174005518	-15.6791365384548	0.425354530606418	-69.4143499664997	32.7915427119104	-0.891904107471425
0.0042	19.8158641605384	-15.874927314846	0.432343068480157	-69.8572732388097	32.9977868498195	-0.896503949698657
0.0043	20.0180578183598	-16.0645684082659	0.439201473415596	-70.2637756171232	33.1868173794349	-0.900602801055104
0.0044	20.2117577491746	-16.2479745036024	0.445921755180235	-70.6349210545682	33.3591527912009	-0.904217103421496
0.0045	20.3969713848423	-16.4250673512803	0.452496339679979	-70.9717476256578	33.5152986041924	-0.907362864523471
0.0046	20.5737113195488	-16.5957762433618	0.458918086526339	-71.2752684422637	33.6557477890131	-0.910055667110269
0.0047	20.7419957674939	-16.7600384434782	0.46518030458079	-71.5464725629387	33.7809811898506	-0.912310678455501
0.0048	20.9018489784994	-16.9177995733295	0.471276765684514	-71.7863258737042	33.8914679349634	-0.914142659819505
0.0049	21.0533016171735	-17.0690139638123	0.477201717024932	-71.9957719170355	33.9876658239419	-0.915565975439914
